Linux 2.6.32-279.22.1.el6.x86_64 (Delta3.fbu.lab.emc.com) 	05/02/2013 	_x86_64_	(32 CPU)

01:53:01 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:53:55 PM    5   21.14    0.00    9.40   63.09    0.00    0.00    0.00    0.00    6.38
01:53:55 PM    6   19.46    0.00   10.07   64.09    0.00    0.00    0.00    0.00    6.38
01:53:55 PM    7   19.06    0.00    9.36   62.21    0.00    0.00    0.00    0.00    9.36
01:53:55 PM    8   18.86    0.00   10.10   68.35    0.00    0.00    0.00    0.00    2.69
01:53:55 PM    9   19.46    0.00   10.07   68.46    0.00    0.00    0.00    0.00    2.01
01:53:55 PM   10   16.78    0.00    9.73   71.14    0.00    0.00    0.00    0.00    2.35
01:53:55 PM   11   15.82    0.00    8.08   73.06    0.00    0.00    0.00    0.00    3.03
01:53:55 PM   12   17.79    0.00    8.39   70.13    0.00    0.00    0.00    0.00    3.69
01:53:55 PM   13   15.54    0.00    7.77   72.64    0.00    0.00    0.00    0.00    4.05
01:53:55 PM   14   15.72    0.00    7.02   72.58    0.00    0.00    0.00    0.00    4.68
01:53:55 PM   15   16.11    0.00    6.38   70.81    0.00    0.00    0.00    0.00    6.71
01:53:55 PM   16   18.92    0.00   11.15   67.91    0.00    0.00    0.00    0.00    2.03
01:53:55 PM   17   18.24    0.00   12.50   65.20    0.00    0.00    0.00    0.00    4.05
01:53:55 PM   18   18.00    0.00    9.67   64.67    0.00    0.00    0.00    0.00    7.67
01:53:55 PM   19   18.15    0.00    9.57   66.34    0.00    0.00    0.00    0.00    5.94
01:53:55 PM   20   17.67    0.00    9.00   64.00    0.00    0.00    0.00    0.00    9.33
01:53:55 PM   21   17.67    0.00    8.00   62.00    0.00    0.00    0.00    0.00   12.33
01:53:55 PM   22   17.00    0.00    8.00   61.67    0.00    0.00    0.00    0.00   13.33
01:53:55 PM   23   16.78    0.00    8.72   62.75    0.00    0.00    0.00    0.00   11.74
01:53:55 PM   24   13.85    0.00    6.76   72.97    0.00    0.00    0.00    0.00    6.42
01:53:55 PM   25   13.42    0.00    9.40   70.81    0.00    0.00    0.00    0.00    6.38
01:53:55 PM   26   13.67    0.00    8.00   70.67    0.00    0.00    0.00    0.00    7.67
01:53:55 PM   27   11.63    0.00    6.31   68.11    0.00    0.00    0.00    0.00   13.95
01:53:55 PM   28   10.70    0.00    5.69   69.90    0.00    0.00    0.00    0.00   13.71
01:53:55 PM   29   10.00    0.00    5.67   70.00    0.00    0.00    0.00    0.00   14.33
01:53:55 PM   30   10.33    0.00    4.67   63.67    0.00    0.00    0.00    0.00   21.33
01:53:55 PM   31    9.03    0.00    5.02   68.23    0.00    0.00    0.00    0.00   17.73

01:53:55 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:53:58 PM  all   10.03    0.00   10.05   35.60    0.00    0.06    0.00    0.00   44.26
01:53:58 PM    0   24.33    0.00   25.48   40.30    0.00    0.00    0.00    0.00    9.89
01:53:58 PM    1   10.49    0.00   20.66   47.87    0.00    1.31    0.00    0.00   19.67
01:53:58 PM    2   10.10    0.00   16.84   52.19    0.00    0.67    0.00    0.00   20.20
01:53:58 PM    3   14.29    0.00   12.93   52.04    0.00    0.00    0.00    0.00   20.75
01:53:58 PM    4   13.56    0.00   11.19   45.76    0.00    0.00    0.00    0.00   29.49
01:53:58 PM    5   10.40    0.00    8.72   45.97    0.00    0.00    0.00    0.00   34.90
01:53:58 PM    6    9.30    0.00    7.64   46.18    0.00    0.00    0.00    0.00   36.88
01:53:58 PM    7    8.70    0.00    7.69   35.45    0.00    0.00    0.00    0.00   48.16
01:53:58 PM    8   10.47    0.00   13.18   45.61    0.00    0.00    0.00    0.00   30.74
01:53:58 PM    9   12.12    0.00   11.45   40.74    0.00    0.00    0.00    0.00   35.69
01:53:58 PM   10   11.82    0.00   10.81   42.23    0.00    0.00    0.00    0.00   35.14
01:53:58 PM   11   10.44    0.00   10.10   39.39    0.00    0.00    0.00    0.00   40.07
01:53:58 PM   12   10.37    0.00    8.70   37.46    0.00    0.00    0.00    0.00   43.48
01:53:58 PM   13    9.06    0.00    8.05   33.56    0.00    0.00    0.00    0.00   49.33
01:53:58 PM   14    9.63    0.00    6.64   28.90    0.00    0.00    0.00    0.00   54.82
01:53:58 PM   15    7.74    0.00    7.07   35.35    0.00    0.00    0.00    0.00   49.83
01:53:58 PM   16   17.69    0.00   15.65   43.88    0.00    0.00    0.00    0.00   22.79
01:53:58 PM   17   14.43    0.00   11.74   54.03    0.00    0.34    0.00    0.00   19.46
01:53:58 PM   18   15.75    0.00   15.07   36.30    0.00    0.00    0.00    0.00   32.88
01:53:58 PM   19   10.70    0.00    9.36   29.77    0.00    0.33    0.00    0.00   49.83
01:53:58 PM   20    8.42    0.00    7.74   26.60    0.00    0.00    0.00    0.00   57.24
01:53:58 PM   21    8.11    0.00    6.08   28.04    0.00    0.00    0.00    0.00   57.77
01:53:58 PM   22    5.74    0.00    6.42   17.91    0.00    0.00    0.00    0.00   69.93
01:53:58 PM   23    6.29    0.00    4.64   20.53    0.00    0.00    0.00    0.00   68.54
01:53:58 PM   24    9.49    0.00   11.53   26.78    0.00    0.00    0.00    0.00   52.20
01:53:58 PM   25    8.11    0.00    7.43   28.72    0.00    0.00    0.00    0.00   55.74
01:53:58 PM   26    5.80    0.00    9.56   30.03    0.00    0.00    0.00    0.00   54.61
01:53:58 PM   27    6.78    0.00    9.15   23.73    0.00    0.00    0.00    0.00   60.34
01:53:58 PM   28    6.12    0.00    6.80   26.87    0.00    0.00    0.00    0.00   60.20
01:53:58 PM   29    5.72    0.00    5.05   26.26    0.00    0.00    0.00    0.00   62.96
01:53:58 PM   30    5.02    0.00    5.35   20.07    0.00    0.00    0.00    0.00   69.57
01:53:58 PM   31    4.75    0.00    4.75   31.19    0.00    0.00    0.00    0.00   59.32

01:53:58 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:54:01 PM  all   10.44    0.00   12.28   45.49    0.00    0.06    0.00    0.00   31.73
01:54:01 PM    0   24.62    0.00   30.68   36.36    0.00    0.00    0.00    0.00    8.33
01:54:01 PM    1   11.00    0.00   25.00   49.33    0.00    1.00    0.00    0.00   13.67
01:54:01 PM    2   11.82    0.00   20.27   50.34    0.00    0.68    0.00    0.00   16.89
01:54:01 PM    3   15.59    0.00   14.58   54.92    0.00    0.00    0.00    0.00   14.92
01:54:01 PM    4   13.13    0.00   11.78   56.57    0.00    0.00    0.00    0.00   18.52
01:54:01 PM    5   11.11    0.00   10.44   52.19    0.00    0.00    0.00    0.00   26.26
01:54:01 PM    6    9.43    0.00    8.75   50.84    0.00    0.00    0.00    0.00   30.98
01:54:01 PM    7    9.27    0.00    9.60   41.06    0.00    0.00    0.00    0.00   40.07
01:54:01 PM    8   14.92    0.00   18.98   53.22    0.00    0.00    0.00    0.00   12.88
01:54:01 PM    9   14.43    0.00   16.44   56.71    0.00    0.00    0.00    0.00   12.42
01:54:01 PM   10   12.29    0.00   14.68   58.02    0.34    0.00    0.00    0.00   14.68
01:54:01 PM   11   10.24    0.00   12.63   59.39    0.00    0.00    0.00    0.00   17.75
01:54:01 PM   12   12.16    0.00   11.82   57.43    0.00    0.00    0.00    0.00   18.58
01:54:01 PM   13    9.93    0.00   10.96   52.05    0.00    0.00    0.00    0.00   27.05
01:54:01 PM   14    8.81    0.00   10.51   54.58    0.00    0.00    0.00    0.00   26.10
01:54:01 PM   15    7.82    0.00    9.18   53.40    0.00    0.00    0.00    0.00   29.59
01:54:01 PM   16   16.44    0.00   17.12   47.26    0.00    0.00    0.00    0.00   19.18
01:54:01 PM   17   13.99    0.00   14.33   57.34    0.00    0.00    0.00    0.00   14.33
01:54:01 PM   18   14.19    0.00   13.18   43.92    0.00    0.00    0.00    0.00   28.72
01:54:01 PM   19   10.47    0.00   10.47   43.58    0.00    0.00    0.00    0.00   35.47
01:54:01 PM   20    7.31    0.00    7.97   32.23    0.00    0.00    0.00    0.00   52.49
01:54:01 PM   21    6.71    0.00    6.71   31.54    0.00    0.00    0.00    0.00   55.03
01:54:01 PM   22    6.04    0.00    5.70   28.86    0.00    0.00    0.00    0.00   59.40
01:54:01 PM   23    5.03    0.00    5.70   26.17    0.00    0.00    0.00    0.00   63.09
01:54:01 PM   24    8.28    0.00   13.10   47.24    0.00    0.00    0.00    0.00   31.38
01:54:01 PM   25    9.56    0.00   14.68   48.12    0.00    0.00    0.00    0.00   27.65
01:54:01 PM   26    8.53    0.00    9.22   41.64    0.00    0.00    0.00    0.00   40.61
01:54:01 PM   27    7.77    0.00    9.80   36.49    0.00    0.00    0.00    0.00   45.95
01:54:01 PM   28    7.72    0.00    8.72   45.30    0.00    0.00    0.00    0.00   38.26
01:54:01 PM   29    7.09    0.00    9.12   31.08    0.00    0.00    0.00    0.00   52.70
01:54:01 PM   30    5.72    0.00    6.40   32.32    0.00    0.00    0.00    0.00   55.56
01:54:01 PM   31    4.38    0.00    5.72   26.26    0.00    0.00    0.00    0.00   63.64

01:54:01 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:54:04 PM  all   17.37    0.00   25.05   39.25    0.00    0.07    0.00    0.00   18.26
01:54:04 PM    0   31.85    0.00   48.15   15.93    0.00    0.00    0.00    0.00    4.07
01:54:04 PM    1   16.94    0.00   40.53   30.23    0.00    1.33    0.00    0.00   10.96
01:54:04 PM    2   16.55    0.00   36.82   33.45    0.00    1.01    0.00    0.00   12.16
01:54:04 PM    3   22.11    0.00   28.23   37.76    0.00    0.00    0.00    0.00   11.90
01:54:04 PM    4   20.41    0.00   26.19   41.50    0.00    0.00    0.00    0.00   11.90
01:54:04 PM    5   19.39    0.00   23.81   43.54    0.00    0.00    0.00    0.00   13.27
01:54:04 PM    6   18.21    0.00   23.02   43.99    0.00    0.00    0.00    0.00   14.78
01:54:04 PM    7   16.89    0.00   22.64   41.55    0.00    0.00    0.00    0.00   18.92
01:54:04 PM    8   23.55    0.00   36.86   23.55    0.00    0.00    0.00    0.00   16.04
01:54:04 PM    9   23.89    0.00   33.11   26.62    0.00    0.00    0.00    0.00   16.38
01:54:04 PM   10   22.11    0.00   30.95   29.93    0.00    0.00    0.00    0.00   17.01
01:54:04 PM   11   20.00    0.00   30.17   32.54    0.00    0.00    0.00    0.00   17.29
01:54:04 PM   12   20.95    0.00   27.03   34.12    0.00    0.00    0.00    0.00   17.91
01:54:04 PM   13   19.13    0.00   25.84   36.24    0.00    0.00    0.00    0.00   18.79
01:54:04 PM   14   17.91    0.00   24.32   38.85    0.00    0.00    0.00    0.00   18.92
01:54:04 PM   15   16.11    0.00   24.16   39.93    0.00    0.00    0.00    0.00   19.80
01:54:04 PM   16   21.02    0.00   27.46   37.63    0.00    0.00    0.00    0.00   13.90
01:54:04 PM   17   19.05    0.00   23.81   42.86    0.00    0.00    0.00    0.00   14.29
01:54:04 PM   18   18.03    0.00   21.77   43.54    0.00    0.00    0.00    0.00   16.67
01:54:04 PM   19   14.19    0.00   19.59   46.62    0.00    0.00    0.00    0.00   19.59
01:54:04 PM   20   14.81    0.00   16.84   45.79    0.00    0.00    0.00    0.00   22.56
01:54:04 PM   21   14.38    0.00   16.72   46.49    0.00    0.00    0.00    0.00   22.41
01:54:04 PM   22   12.50    0.00   17.23   45.61    0.00    0.00    0.00    0.00   24.66
01:54:04 PM   23   11.95    0.00   14.68   47.78    0.00    0.00    0.00    0.00   25.60
01:54:04 PM   24   17.06    0.00   27.65   36.52    0.00    0.00    0.00    0.00   18.77
01:54:04 PM   25   16.04    0.00   22.53   40.96    0.00    0.00    0.00    0.00   20.48
01:54:04 PM   26   14.68    0.00   22.87   41.98    0.00    0.00    0.00    0.00   20.48
01:54:04 PM   27   12.97    0.00   20.48   44.03    0.00    0.00    0.00    0.00   22.53
01:54:04 PM   28   13.31    0.00   19.45   44.03    0.00    0.00    0.00    0.00   23.21
01:54:04 PM   29   11.56    0.00   17.69   46.26    0.00    0.00    0.00    0.00   24.49
01:54:04 PM   30   11.41    0.00   17.11   46.31    0.00    0.00    0.00    0.00   25.17
01:54:04 PM   31    8.90    0.00   16.10   47.95    0.00    0.00    0.00    0.00   27.05

01:54:04 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:54:07 PM  all   10.89    0.00   14.42   42.71    0.00    0.18    0.00    0.00   31.80
01:54:07 PM    0   28.29    0.00   37.60   28.68    0.00    0.00    0.00    0.00    5.43
01:54:07 PM    1   10.82    0.00   28.20   43.28    0.00    1.64    0.00    0.00   16.07
01:54:07 PM    2   13.53    0.00   23.76   42.24    0.00    1.32    0.00    0.00   19.14
01:54:07 PM    3   15.08    0.00   16.72   43.93    0.00    0.98    0.00    0.00   23.28
01:54:07 PM    4   13.77    0.00   15.08   43.28    0.00    0.66    0.00    0.00   27.21
01:54:07 PM    5   12.91    0.00   13.25   46.36    0.00    0.33    0.00    0.00   27.15
01:54:07 PM    6   10.56    0.00   13.53   43.23    0.00    0.00    0.00    0.00   32.67
01:54:07 PM    7    9.67    0.00   11.00   44.67    0.00    0.00    0.00    0.00   34.67
01:54:07 PM    8   18.15    0.00   22.95   43.49    0.00    0.34    0.00    0.00   15.07
01:54:07 PM    9   15.46    0.00   21.65   45.02    0.00    0.00    0.00    0.00   17.87
01:54:07 PM   10   14.78    0.00   17.87   45.36    0.00    0.34    0.00    0.00   21.65
01:54:07 PM   11   13.61    0.00   17.01   46.94    0.00    0.00    0.00    0.00   22.45
01:54:07 PM   12   11.30    0.00   15.41   45.89    0.00    0.00    0.00    0.00   27.40
01:54:07 PM   13   11.07    0.00   14.43   46.98    0.00    0.34    0.00    0.00   27.18
01:54:07 PM   14   10.51    0.00   11.53   44.41    0.00    0.00    0.00    0.00   33.56
01:54:07 PM   15    8.75    0.00   11.45   41.41    0.00    0.00    0.00    0.00   38.38
01:54:07 PM   16   15.36    0.00   19.11   43.00    0.00    0.00    0.00    0.00   22.53
01:54:07 PM   17   12.71    0.00   14.09   48.11    0.00    0.00    0.00    0.00   25.09
01:54:07 PM   18    9.83    0.00   13.22   45.76    0.00    0.00    0.00    0.00   31.19
01:54:07 PM   19    7.82    0.00   10.20   44.56    0.00    0.00    0.00    0.00   37.41
01:54:07 PM   20    6.76    0.00    8.45   42.57    0.00    0.00    0.00    0.00   42.23
01:54:07 PM   21    6.14    0.00    7.17   44.37    0.00    0.00    0.00    0.00   42.32
01:54:07 PM   22    5.42    0.00    7.12   41.69    0.00    0.00    0.00    0.00   45.76
01:54:07 PM   23    4.10    0.00    8.19   36.52    0.00    0.00    0.00    0.00   51.19
01:54:07 PM   24   10.96    0.00   15.07   40.75    0.00    0.00    0.00    0.00   33.22
01:54:07 PM   25    9.72    0.00   12.85   41.67    0.00    0.00    0.00    0.00   35.76
01:54:07 PM   26    9.97    0.00   15.46   39.86    0.00    0.00    0.00    0.00   34.71
01:54:07 PM   27    7.51    0.00    9.22   44.37    0.00    0.00    0.00    0.00   38.91
01:54:07 PM   28    7.93    0.00   10.69   40.34    0.00    0.00    0.00    0.00   41.03
01:54:07 PM   29    7.09    0.00    8.78   39.86    0.00    0.00    0.00    0.00   44.26
01:54:07 PM   30    5.44    0.00    7.14   38.78    0.00    0.00    0.00    0.00   48.64
01:54:07 PM   31    5.41    0.00    6.08   36.82    0.00    0.00    0.00    0.00   51.69

01:54:07 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:54:10 PM  all    7.46    0.00    8.44   41.57    0.00    0.21    0.00    0.00   42.31
01:54:10 PM    0   24.40    0.00   28.40   40.80    0.00    0.00    0.00    0.00    6.40
01:54:10 PM    1    8.82    0.00   20.59   50.98    0.00    2.29    0.00    0.00   17.32
01:54:10 PM    2    8.79    0.00   17.26   46.91    0.00    1.30    0.00    0.00   25.73
01:54:10 PM    3   12.79    0.00    9.84   47.54    0.00    0.66    0.00    0.00   29.18
01:54:10 PM    4   10.75    0.00    8.79   45.93    0.00    0.65    0.00    0.00   33.88
01:54:10 PM    5    8.52    0.00    6.56   44.59    0.00    0.33    0.00    0.00   40.00
01:54:10 PM    6    7.67    0.00    6.00   41.00    0.00    0.33    0.00    0.00   45.00
01:54:10 PM    7    6.42    0.00    4.73   38.18    0.00    0.00    0.00    0.00   50.68
01:54:10 PM    8   13.56    0.00   16.27   52.54    0.00    0.34    0.00    0.00   17.29
01:54:10 PM    9   12.79    0.00   13.80   50.84    0.00    0.34    0.00    0.00   22.22
01:54:10 PM   10   10.81    0.00   11.82   51.69    0.00    0.00    0.00    0.00   25.68
01:54:10 PM   11    9.83    0.00    8.81   49.15    0.00    0.34    0.00    0.00   31.86
01:54:10 PM   12    6.87    0.00    6.87   50.86    0.00    0.00    0.00    0.00   35.40
01:54:10 PM   13    6.83    0.00    6.14   45.05    0.00    0.00    0.00    0.00   41.98
01:54:10 PM   14    5.74    0.00    5.74   42.23    0.00    0.00    0.00    0.00   46.28
01:54:10 PM   15    4.07    0.00    4.75   38.64    0.00    0.00    0.00    0.00   52.54
01:54:10 PM   16   11.89    0.00   11.89   46.85    0.00    0.00    0.00    0.00   29.37
01:54:10 PM   17    8.22    0.00    8.90   48.97    0.00    0.00    0.00    0.00   33.90
01:54:10 PM   18    5.54    0.00    7.27   41.52    0.00    0.00    0.00    0.00   45.67
01:54:10 PM   19    4.79    0.00    5.48   41.78    0.00    0.00    0.00    0.00   47.95
01:54:10 PM   20    5.10    0.00    3.74   38.10    0.00    0.00    0.00    0.00   53.06
01:54:10 PM   21    3.73    0.00    3.05   32.88    0.00    0.00    0.00    0.00   60.34
01:54:10 PM   22    2.71    0.00    2.03   30.85    0.00    0.00    0.00    0.00   64.41
01:54:10 PM   23    2.03    0.00    2.03   29.49    0.00    0.00    0.00    0.00   66.44
01:54:10 PM   24    6.64    0.00    8.04   41.61    0.00    0.00    0.00    0.00   43.71
01:54:10 PM   25    7.59    0.00   12.76   36.21    0.00    0.00    0.00    0.00   43.45
01:54:10 PM   26    6.23    0.00    7.61   39.79    0.00    0.00    0.00    0.00   46.37
01:54:10 PM   27    5.50    0.00    6.53   38.49    0.00    0.00    0.00    0.00   49.48
01:54:10 PM   28    3.45    0.00    3.79   38.62    0.00    0.00    0.00    0.00   54.14
01:54:10 PM   29    3.74    0.00    5.78   31.97    0.00    0.00    0.00    0.00   58.50
01:54:10 PM   30    2.39    0.00    2.73   31.40    0.00    0.00    0.00    0.00   63.48
01:54:10 PM   31    2.38    0.00    2.72   23.81    0.00    0.00    0.00    0.00   71.09

01:54:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:54:13 PM  all    7.77    0.00    9.06   39.25    0.00    0.18    0.00    0.00   43.74
01:54:13 PM    0   25.10    0.00   29.08   39.44    0.00    0.00    0.00    0.00    6.37
01:54:13 PM    1    8.85    0.00   21.64   48.20    0.00    1.64    0.00    0.00   19.67
01:54:13 PM    2   10.13    0.00   18.30   45.10    0.00    0.98    0.00    0.00   25.49
01:54:13 PM    3   12.50    0.00   11.86   46.79    0.00    0.64    0.00    0.00   28.21
01:54:13 PM    4    9.80    0.00    9.80   44.12    0.00    0.33    0.00    0.00   35.95
01:54:13 PM    5    7.95    0.00    7.28   43.05    0.00    0.33    0.00    0.00   41.39
01:54:13 PM    6    6.31    0.00    6.64   38.54    0.00    0.00    0.00    0.00   48.50
01:54:13 PM    7    5.96    0.00    5.63   37.75    0.00    0.33    0.00    0.00   50.33
01:54:13 PM    8   13.76    0.00   17.79   50.00    0.00    0.00    0.00    0.00   18.46
01:54:13 PM    9   13.70    0.00   15.41   48.97    0.00    0.00    0.00    0.00   21.92
01:54:13 PM   10   11.68    0.00   12.37   48.80    0.00    0.00    0.00    0.00   27.15
01:54:13 PM   11   10.85    0.00   10.85   44.41    0.00    0.00    0.00    0.00   33.90
01:54:13 PM   12    8.45    0.00    7.77   44.59    0.00    0.00    0.00    0.00   39.19
01:54:13 PM   13    8.14    0.00    8.14   37.97    0.00    0.00    0.00    0.00   45.76
01:54:13 PM   14    6.44    0.00    6.78   35.25    0.00    0.00    0.00    0.00   51.53
01:54:13 PM   15    5.12    0.00    5.12   35.49    0.00    0.00    0.00    0.00   54.27
01:54:13 PM   16   10.69    0.00   12.07   46.55    0.00    0.34    0.00    0.00   30.34
01:54:13 PM   17    9.69    0.00    8.65   46.37    0.00    0.00    0.00    0.00   35.29
01:54:13 PM   18    7.19    0.00    9.59   39.04    0.00    0.00    0.00    0.00   44.18
01:54:13 PM   19    5.46    0.00    6.83   35.15    0.00    0.00    0.00    0.00   52.56
01:54:13 PM   20    3.46    0.00    3.11   36.68    0.00    0.00    0.00    0.00   56.75
01:54:13 PM   21    4.08    0.00    4.76   33.67    0.00    0.00    0.00    0.00   57.48
01:54:13 PM   22    2.40    0.00    2.40   30.48    0.00    0.00    0.00    0.00   64.73
01:54:13 PM   23    3.06    0.00    2.04   30.27    0.00    0.00    0.00    0.00   64.63
01:54:13 PM   24    8.36    0.00    9.76   36.93    0.00    0.00    0.00    0.00   44.95
01:54:13 PM   25    7.61    0.00    8.65   35.99    0.00    0.00    0.00    0.00   47.75
01:54:13 PM   26    5.92    0.00    8.71   34.49    0.00    0.00    0.00    0.00   50.87
01:54:13 PM   27    4.79    0.00    6.85   35.62    0.00    0.00    0.00    0.00   52.74
01:54:13 PM   28    3.77    0.00    4.11   33.22    0.00    0.00    0.00    0.00   58.90
01:54:13 PM   29    3.75    0.00    4.10   31.74    0.00    0.00    0.00    0.00   60.41
01:54:13 PM   30    3.04    0.00    3.72   28.72    0.00    0.00    0.00    0.00   64.53
01:54:13 PM   31    2.40    0.00    2.74   31.16    0.00    0.00    0.00    0.00   63.70

01:54:13 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:54:16 PM  all    8.69    0.00   10.33   37.33    0.00    0.15    0.00    0.00   43.50
01:54:16 PM    0   26.40    0.00   30.00   36.00    0.00    0.00    0.00    0.00    7.60
01:54:16 PM    1    9.54    0.00   22.04   44.08    0.00    1.64    0.00    0.00   22.70
01:54:16 PM    2    8.94    0.00   18.54   42.05    0.00    0.99    0.00    0.00   29.47
01:54:16 PM    3   14.71    0.00   12.09   42.16    0.00    0.65    0.00    0.00   30.39
01:54:16 PM    4   12.86    0.00    9.97   39.23    0.00    0.64    0.00    0.00   37.30
01:54:16 PM    5    9.45    0.00    7.82   38.76    0.00    0.65    0.00    0.00   43.32
01:54:16 PM    6    8.55    0.00    7.89   35.53    0.00    0.33    0.00    0.00   47.70
01:54:16 PM    7    7.00    0.00    5.33   38.00    0.00    0.00    0.00    0.00   49.67
01:54:16 PM    8   16.55    0.00   20.61   41.55    0.00    0.00    0.00    0.00   21.28
01:54:16 PM    9   15.88    0.00   19.26   41.89    0.00    0.00    0.00    0.00   22.97
01:54:16 PM   10   13.75    0.00   15.46   40.55    0.00    0.00    0.00    0.00   30.24
01:54:16 PM   11   11.22    0.00   12.24   40.14    0.00    0.00    0.00    0.00   36.39
01:54:16 PM   12    8.22    0.00    9.59   39.73    0.00    0.34    0.00    0.00   42.12
01:54:16 PM   13    8.87    0.00    9.56   38.57    0.00    0.00    0.00    0.00   43.00
01:54:16 PM   14    7.14    0.00    7.48   35.03    0.00    0.00    0.00    0.00   50.34
01:54:16 PM   15    5.78    0.00    6.80   34.35    0.00    0.00    0.00    0.00   53.06
01:54:16 PM   16   10.69    0.00   13.79   45.17    0.00    0.00    0.00    0.00   30.34
01:54:16 PM   17    9.18    0.00    9.86   46.94    0.00    0.00    0.00    0.00   34.01
01:54:16 PM   18    7.09    0.00    8.78   38.51    0.00    0.00    0.00    0.00   45.61
01:54:16 PM   19    5.07    0.00    7.09   35.14    0.00    0.00    0.00    0.00   52.70
01:54:16 PM   20    5.08    0.00    6.10   33.56    0.00    0.00    0.00    0.00   55.25
01:54:16 PM   21    3.73    0.00    4.41   33.56    0.00    0.00    0.00    0.00   58.31
01:54:16 PM   22    3.06    0.00    3.74   32.31    0.00    0.00    0.00    0.00   60.88
01:54:16 PM   23    2.70    0.00    3.04   30.07    0.00    0.00    0.00    0.00   64.19
01:54:16 PM   24    9.12    0.00   10.88   35.79    0.00    0.00    0.00    0.00   44.21
01:54:16 PM   25    7.93    0.00   10.69   37.24    0.00    0.00    0.00    0.00   44.14
01:54:16 PM   26   10.00    0.00   12.41   33.10    0.00    0.00    0.00    0.00   44.48
01:54:16 PM   27    4.83    0.00    6.55   36.55    0.00    0.00    0.00    0.00   52.07
01:54:16 PM   28    5.42    0.00    6.44   34.24    0.00    0.00    0.00    0.00   53.90
01:54:16 PM   29    5.12    0.00    8.19   31.74    0.00    0.00    0.00    0.00   54.95
01:54:16 PM   30    3.09    0.00    3.44   31.96    0.00    0.00    0.00    0.00   61.51
01:54:16 PM   31    3.75    0.00    3.41   30.38    0.00    0.00    0.00    0.00   62.46

01:54:16 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:54:19 PM  all    8.03    0.00    9.78   36.34    0.00    0.20    0.00    0.00   45.64
01:54:19 PM    0   24.59    0.00   30.74   36.89    0.00    0.00    0.00    0.00    7.79
01:54:19 PM    1    8.61    0.00   21.52   46.03    0.00    1.66    0.00    0.00   22.19
01:54:19 PM    2    9.63    0.00   16.61   44.52    0.00    1.66    0.00    0.00   27.57
01:54:19 PM    3   12.83    0.00   10.86   44.74    0.00    0.66    0.00    0.00   30.92
01:54:19 PM    4    9.24    0.00    9.57   39.93    0.00    0.33    0.00    0.00   40.92
01:54:19 PM    5    9.57    0.00    6.60   39.60    0.00    0.33    0.00    0.00   43.89
01:54:19 PM    6    7.57    0.00    7.57   35.86    0.00    0.00    0.00    0.00   49.01
01:54:19 PM    7    5.33    0.00    5.67   36.33    0.00    0.00    0.00    0.00   52.67
01:54:19 PM    8   15.99    0.00   19.73   42.52    0.00    0.34    0.00    0.00   21.43
01:54:19 PM    9   12.97    0.00   17.41   42.66    0.00    0.34    0.00    0.00   26.62
01:54:19 PM   10   14.29    0.00   14.97   40.14    0.00    0.34    0.00    0.00   30.27
01:54:19 PM   11   10.96    0.00   11.99   40.41    0.00    0.00    0.00    0.00   36.64
01:54:19 PM   12    9.52    0.00   11.22   38.10    0.00    0.00    0.00    0.00   41.16
01:54:19 PM   13    6.14    0.00    8.19   37.20    0.00    0.00    0.00    0.00   48.46
01:54:19 PM   14    6.48    0.00    7.17   33.79    0.00    0.34    0.00    0.00   52.22
01:54:19 PM   15    5.10    0.00    6.12   33.33    0.00    0.00    0.00    0.00   55.44
01:54:19 PM   16   10.65    0.00   13.75   45.70    0.00    0.00    0.00    0.00   29.90
01:54:19 PM   17    9.31    0.00   11.03   45.86    0.00    0.00    0.00    0.00   33.79
01:54:19 PM   18    7.56    0.00    8.25   37.46    0.00    0.00    0.00    0.00   46.74
01:54:19 PM   19    4.81    0.00    5.15   36.08    0.00    0.00    0.00    0.00   53.95
01:54:19 PM   20    3.77    0.00    4.45   32.53    0.00    0.00    0.00    0.00   59.25
01:54:19 PM   21    3.74    0.00    3.74   30.61    0.00    0.00    0.00    0.00   61.90
01:54:19 PM   22    2.39    0.00    2.39   27.99    0.00    0.00    0.00    0.00   67.24
01:54:19 PM   23    2.39    0.00    2.73   29.35    0.00    0.00    0.00    0.00   65.53
01:54:19 PM   24    9.62    0.00   14.78   33.33    0.00    0.00    0.00    0.00   42.27
01:54:19 PM   25    6.92    0.00    9.34   31.83    0.00    0.00    0.00    0.00   51.90
01:54:19 PM   26    7.59    0.00   11.72   31.72    0.00    0.00    0.00    0.00   48.97
