Linux 2.6.32-279.22.1.el6.x86_64 (Delta3.fbu.lab.emc.com) 	05/02/2013 	_x86_64_	(32 CPU)

01:53:01 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:56:07 PM    1   13.33    0.00   11.67   14.33    0.00    0.67    0.00    0.00   60.00
01:56:07 PM    2   12.42    0.00    8.72   11.41    0.00    0.67    0.00    0.00   66.78
01:56:07 PM    3   14.38    0.00    6.35   11.04    0.00    0.00    0.00    0.00   68.23
01:56:07 PM    4   12.54    0.00    7.46    9.15    0.00    0.00    0.00    0.00   70.85
01:56:07 PM    5    9.70    0.00    4.68   10.37    0.00    0.00    0.00    0.00   75.25
01:56:07 PM    6    9.00    0.00    4.67   10.00    0.00    0.00    0.00    0.00   76.33
01:56:07 PM    7    9.40    0.00    3.69    9.06    0.00    0.00    0.00    0.00   77.85
01:56:07 PM    8   14.19    0.00    8.11   11.82    0.00    0.00    0.00    0.00   65.88
01:56:07 PM    9   11.74    0.00    7.38   11.74    0.00    0.00    0.00    0.00   69.13
01:56:07 PM   10   11.11    0.00    6.40   12.12    0.00    0.00    0.00    0.00   70.37
01:56:07 PM   11   10.03    0.00    5.69   11.71    0.00    0.00    0.00    0.00   72.58
01:56:07 PM   12    9.73    0.00    5.03   11.74    0.00    0.00    0.00    0.00   73.49
01:56:07 PM   13    8.70    0.00    6.02   13.04    0.00    0.00    0.00    0.00   72.24
01:56:07 PM   14    9.09    0.00    6.73   10.77    0.00    0.00    0.00    0.00   73.40
01:56:07 PM   15    7.41    0.00    4.04   10.44    0.00    0.00    0.00    0.00   78.11
01:56:07 PM   16   21.43    0.00   12.93   13.27    0.00    0.00    0.00    0.00   52.38
01:56:07 PM   17   18.24    0.00    9.12   11.15    0.00    0.00    0.00    0.00   61.49
01:56:07 PM   18   14.86    0.00    5.41    8.78    0.00    0.00    0.00    0.00   70.95
01:56:07 PM   19   10.07    0.00    4.70    8.39    0.00    0.00    0.00    0.00   76.85
01:56:07 PM   20    9.03    0.00    4.68    8.70    0.00    0.00    0.00    0.00   77.59
01:56:07 PM   21    7.33    0.00    3.00    8.00    0.00    0.00    0.00    0.00   81.67
01:56:07 PM   22    7.97    0.00    4.32    8.31    0.00    0.00    0.00    0.00   79.40
01:56:07 PM   23    6.35    0.00    3.01    8.03    0.00    0.00    0.00    0.00   82.61
01:56:07 PM   24    8.47    0.00    7.12   11.19    0.00    0.00    0.00    0.00   73.22
01:56:07 PM   25    8.36    0.00    5.02   10.70    0.00    0.00    0.00    0.00   75.92
01:56:07 PM   26    7.41    0.00    7.74   10.44    0.00    0.00    0.00    0.00   74.41
01:56:07 PM   27    7.33    0.00    5.67   10.33    0.00    0.00    0.00    0.00   76.67
01:56:07 PM   28    7.12    0.00    5.42   10.51    0.00    0.00    0.00    0.00   76.95
01:56:07 PM   29    7.41    0.00    4.04   11.11    0.00    0.00    0.00    0.00   77.44
01:56:07 PM   30    6.73    0.00    3.70    9.76    0.00    0.00    0.00    0.00   79.80
01:56:07 PM   31    5.69    0.00    2.68   10.37    0.00    0.00    0.00    0.00   81.27

01:56:07 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:56:10 PM  all   11.95    0.00    6.86   21.89    0.00    0.03    0.00    0.00   59.27
01:56:10 PM    0   21.98    0.00   13.92   32.23    0.00    0.00    0.00    0.00   31.87
01:56:10 PM    1   12.84    0.00   12.16   22.97    0.00    0.34    0.00    0.00   51.69
01:56:10 PM    2   14.05    0.00   10.03   21.07    0.00    0.33    0.00    0.00   54.52
01:56:10 PM    3   13.27    0.00    6.12   21.09    0.00    0.00    0.00    0.00   59.52
01:56:10 PM    4   12.42    0.00    5.70   19.46    0.00    0.00    0.00    0.00   62.42
01:56:10 PM    5   13.09    0.00    6.71   18.46    0.00    0.00    0.00    0.00   61.74
01:56:10 PM    6   12.42    0.00    6.71   17.45    0.00    0.00    0.00    0.00   63.42
01:56:10 PM    7   11.26    0.00    4.97   17.88    0.00    0.00    0.00    0.00   65.89
01:56:10 PM    8   14.09    0.00   11.07   27.18    0.00    0.00    0.00    0.00   47.65
01:56:10 PM    9   16.16    0.00    8.08   25.59    0.00    0.00    0.00    0.00   50.17
01:56:10 PM   10   13.76    0.00    7.38   26.17    0.00    0.00    0.00    0.00   52.68
01:56:10 PM   11   13.38    0.00    7.02   25.08    0.00    0.00    0.00    0.00   54.52
01:56:10 PM   12   13.71    0.00    6.69   25.75    0.00    0.00    0.00    0.00   53.85
01:56:10 PM   13   12.29    0.00    6.64   25.58    0.00    0.00    0.00    0.00   55.48
01:56:10 PM   14   11.71    0.00    5.69   23.41    0.00    0.00    0.00    0.00   59.20
01:56:10 PM   15   10.93    0.00    6.29   21.52    0.00    0.00    0.00    0.00   61.26
01:56:10 PM   16   15.20    0.00    8.11   28.04    0.00    0.00    0.00    0.00   48.65
01:56:10 PM   17   13.00    0.00    7.67   22.67    0.00    0.00    0.00    0.00   56.67
01:56:10 PM   18   12.12    0.00    6.40   19.53    0.00    0.00    0.00    0.00   61.95
01:56:10 PM   19   11.33    0.00    7.00   16.33    0.00    0.00    0.00    0.00   65.33
01:56:10 PM   20   11.11    0.00    4.71   18.52    0.00    0.00    0.00    0.00   65.66
01:56:10 PM   21   10.37    0.00    4.01   17.73    0.00    0.00    0.00    0.00   67.89
01:56:10 PM   22    8.72    0.00    5.03   18.12    0.00    0.00    0.00    0.00   68.12
01:56:10 PM   23    9.70    0.00    4.01   17.73    0.00    0.00    0.00    0.00   68.56
01:56:10 PM   24   11.00    0.00    7.67   24.00    0.00    0.00    0.00    0.00   57.33
01:56:10 PM   25   10.92    0.00    9.22   21.16    0.00    0.00    0.00    0.00   58.70
01:56:10 PM   26    8.78    0.00    5.41   21.62    0.00    0.00    0.00    0.00   64.19
01:56:10 PM   27   11.15    0.00    5.74   22.64    0.00    0.00    0.00    0.00   60.47
01:56:10 PM   28   10.40    0.00    6.04   21.48    0.00    0.00    0.00    0.00   62.08
01:56:10 PM   29    8.72    0.00    6.04   20.47    0.00    0.00    0.00    0.00   64.77
01:56:10 PM   30    7.36    0.00    4.01   19.73    0.00    0.00    0.00    0.00   68.90
01:56:10 PM   31    7.38    0.00    5.03   19.80    0.00    0.00    0.00    0.00   67.79

01:56:10 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:56:13 PM  all   13.98    0.00   10.04   26.68    0.00    0.03    0.00    0.00   49.27
01:56:13 PM    0   29.15    0.00   22.14   40.22    0.00    0.00    0.00    0.00    8.49
01:56:13 PM    1   14.09    0.00   18.46   27.85    0.00    0.67    0.00    0.00   38.93
01:56:13 PM    2   13.42    0.00   15.10   26.51    0.00    0.34    0.00    0.00   44.63
01:56:13 PM    3   16.61    0.00   10.17   25.42    0.00    0.00    0.00    0.00   47.80
01:56:13 PM    4   14.97    0.00    8.84   24.15    0.00    0.00    0.00    0.00   52.04
01:56:13 PM    5   14.19    0.00    8.11   23.65    0.00    0.00    0.00    0.00   54.05
01:56:13 PM    6   14.24    0.00    8.14   23.73    0.00    0.00    0.00    0.00   53.90
01:56:13 PM    7   14.38    0.00    6.69   22.41    0.00    0.00    0.00    0.00   56.52
01:56:13 PM    8   20.27    0.00   13.51   29.39    0.00    0.00    0.00    0.00   36.82
01:56:13 PM    9   19.46    0.00   13.09   29.87    0.00    0.00    0.00    0.00   37.58
01:56:13 PM   10   17.51    0.00   12.12   29.97    0.00    0.00    0.00    0.00   40.40
01:56:13 PM   11   15.77    0.00   12.08   30.87    0.00    0.00    0.00    0.00   41.28
01:56:13 PM   12   15.72    0.00   10.37   29.43    0.00    0.00    0.00    0.00   44.48
01:56:13 PM   13   15.38    0.00   10.03   28.43    0.00    0.00    0.00    0.00   46.15
01:56:13 PM   14   14.33    0.00    9.33   28.00    0.00    0.00    0.00    0.00   48.33
01:56:13 PM   15   12.08    0.00    8.72   25.50    0.00    0.00    0.00    0.00   53.69
01:56:13 PM   16   18.09    0.00   11.60   35.15    0.00    0.00    0.00    0.00   35.15
01:56:13 PM   17   14.29    0.00    8.50   27.89    0.00    0.00    0.00    0.00   49.32
01:56:13 PM   18   13.51    0.00    6.76   23.31    0.00    0.00    0.00    0.00   56.42
01:56:13 PM   19   12.79    0.00   10.77   21.55    0.00    0.00    0.00    0.00   54.88
01:56:13 PM   20   11.71    0.00    5.69   22.41    0.00    0.00    0.00    0.00   60.20
01:56:13 PM   21   10.74    0.00    5.37   23.15    0.00    0.00    0.00    0.00   60.74
01:56:13 PM   22   10.70    0.00    6.69   22.07    0.00    0.00    0.00    0.00   60.54
01:56:13 PM   23   10.03    0.00    4.68   22.07    0.00    0.00    0.00    0.00   63.21
01:56:13 PM   24   12.71    0.00    9.97   25.77    0.00    0.00    0.00    0.00   51.55
01:56:13 PM   25   12.41    0.00   17.24   24.48    0.00    0.00    0.00    0.00   45.86
01:56:13 PM   26   11.56    0.00   11.22   25.17    0.00    0.00    0.00    0.00   52.04
01:56:13 PM   27   11.56    0.00    7.82   29.25    0.00    0.00    0.00    0.00   51.36
01:56:13 PM   28   11.45    0.00    7.74   27.95    0.00    0.00    0.00    0.00   52.86
01:56:13 PM   29    9.76    0.00    8.75   26.60    0.00    0.00    0.00    0.00   54.88
01:56:13 PM   30    8.75    0.00    6.06   25.59    0.00    0.00    0.00    0.00   59.60
01:56:13 PM   31    6.78    0.00    5.76   26.78    0.00    0.00    0.00    0.00   60.68

01:56:13 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:56:16 PM  all   12.14    0.00    8.91   29.19    0.00    0.04    0.00    0.00   49.72
01:56:16 PM    0   25.93    0.00   20.00   44.07    0.00    0.00    0.00    0.00   10.00
01:56:16 PM    1   12.91    0.00   16.23   30.13    0.00    0.66    0.00    0.00   40.07
01:56:16 PM    2   12.71    0.00   13.38   26.76    0.00    0.33    0.00    0.00   46.82
01:56:16 PM    3   14.77    0.00    9.73   27.18    0.00    0.00    0.00    0.00   48.32
01:56:16 PM    4   13.47    0.00    7.41   26.26    0.00    0.00    0.00    0.00   52.86
01:56:16 PM    5   13.38    0.00    7.02   25.42    0.00    0.00    0.00    0.00   54.18
01:56:16 PM    6   12.46    0.00    6.06   26.60    0.00    0.00    0.00    0.00   54.88
01:56:16 PM    7   11.41    0.00    6.04   25.84    0.00    0.00    0.00    0.00   56.71
01:56:16 PM    8   17.23    0.00   14.86   32.43    0.00    0.00    0.00    0.00   35.47
01:56:16 PM    9   16.22    0.00   12.50   34.12    0.00    0.00    0.00    0.00   37.16
01:56:16 PM   10   14.04    0.00   10.96   34.59    0.00    0.00    0.00    0.00   40.41
01:56:16 PM   11   14.63    0.00    9.52   33.33    0.00    0.00    0.00    0.00   42.52
01:56:16 PM   12   14.24    0.00    9.83   30.85    0.00    0.00    0.00    0.00   45.08
01:56:16 PM   13   11.82    0.00    9.12   33.78    0.00    0.00    0.00    0.00   45.27
01:56:16 PM   14   11.78    0.00   10.10   30.98    0.00    0.00    0.00    0.00   47.14
01:56:16 PM   15   10.44    0.00    7.41   31.31    0.00    0.00    0.00    0.00   50.84
01:56:16 PM   16   15.10    0.00   10.07   33.22    0.00    0.00    0.00    0.00   41.61
01:56:16 PM   17   14.05    0.00    8.36   28.09    0.00    0.00    0.00    0.00   49.50
01:56:16 PM   18   12.75    0.00    8.72   25.84    0.00    0.00    0.00    0.00   52.68
01:56:16 PM   19   11.15    0.00    7.43   26.35    0.00    0.00    0.00    0.00   55.07
01:56:16 PM   20    9.46    0.00    6.08   25.00    0.00    0.00    0.00    0.00   59.46
01:56:16 PM   21    8.67    0.00    7.00   23.33    0.00    0.00    0.00    0.00   61.00
01:56:16 PM   22    9.00    0.00    6.00   24.33    0.00    0.00    0.00    0.00   60.67
01:56:16 PM   23    7.46    0.00    4.07   24.75    0.00    0.00    0.00    0.00   63.73
01:56:16 PM   24   12.54    0.00    9.49   31.53    0.00    0.00    0.00    0.00   46.44
01:56:16 PM   25   11.78    0.00   10.77   27.61    0.00    0.00    0.00    0.00   49.83
01:56:16 PM   26   10.47    0.00    8.45   30.74    0.00    0.00    0.00    0.00   50.34
01:56:16 PM   27    9.03    0.00    8.03   28.09    0.00    0.00    0.00    0.00   54.85
01:56:16 PM   28    9.43    0.00    6.06   28.62    0.00    0.00    0.00    0.00   55.89
01:56:16 PM   29    7.43    0.00    5.74   29.73    0.00    0.00    0.00    0.00   57.09
01:56:16 PM   30    6.73    0.00    4.38   27.61    0.00    0.00    0.00    0.00   61.28
01:56:16 PM   31    6.71    0.00    4.70   29.53    0.00    0.00    0.00    0.00   59.06

01:56:16 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:56:19 PM  all   11.48    0.00    8.59   31.47    0.00    0.03    0.00    0.00   48.42
01:56:19 PM    0   25.09    0.00   19.93   46.86    0.00    0.00    0.00    0.00    8.12
01:56:19 PM    1   11.63    0.00   15.28   31.23    0.00    0.66    0.00    0.00   41.20
01:56:19 PM    2   11.71    0.00   12.04   29.43    0.00    0.67    0.00    0.00   46.15
01:56:19 PM    3   12.79    0.00    8.08   29.63    0.00    0.00    0.00    0.00   49.49
01:56:19 PM    4   12.58    0.00    7.95   27.81    0.00    0.00    0.00    0.00   51.66
01:56:19 PM    5   11.71    0.00    7.69   27.76    0.00    0.00    0.00    0.00   52.84
01:56:19 PM    6   11.74    0.00    6.71   26.17    0.00    0.00    0.00    0.00   55.37
01:56:19 PM    7   10.03    0.00    6.35   25.75    0.00    0.00    0.00    0.00   57.86
01:56:19 PM    8   17.79    0.00   14.09   35.91    0.00    0.00    0.00    0.00   32.21
01:56:19 PM    9   16.11    0.00   12.08   36.91    0.00    0.00    0.00    0.00   34.90
01:56:19 PM   10   15.44    0.00   11.07   36.58    0.00    0.00    0.00    0.00   36.91
01:56:19 PM   11   14.81    0.00   10.44   36.03    0.00    0.00    0.00    0.00   38.72
01:56:19 PM   12   14.00    0.00    8.67   35.67    0.00    0.00    0.00    0.00   41.67
01:56:19 PM   13   12.71    0.00    7.69   36.12    0.00    0.00    0.00    0.00   43.48
01:56:19 PM   14   12.50    0.00    9.12   33.11    0.00    0.00    0.00    0.00   45.27
01:56:19 PM   15   10.17    0.00    6.44   31.53    0.00    0.00    0.00    0.00   51.86
01:56:19 PM   16   16.39    0.00    9.70   43.14    0.00    0.00    0.00    0.00   30.77
01:56:19 PM   17   12.50    0.00    8.11   30.74    0.00    0.00    0.00    0.00   48.65
01:56:19 PM   18   11.71    0.00   11.04   26.76    0.00    0.00    0.00    0.00   50.50
01:56:19 PM   19    8.81    0.00    6.44   26.78    0.00    0.00    0.00    0.00   57.97
01:56:19 PM   20    7.74    0.00    5.72   26.60    0.00    0.00    0.00    0.00   59.93
01:56:19 PM   21    7.80    0.00    4.07   25.08    0.00    0.00    0.00    0.00   63.05
01:56:19 PM   22    8.05    0.00    4.36   25.17    0.00    0.00    0.00    0.00   62.42
01:56:19 PM   23    7.36    0.00    4.35   24.75    0.00    0.00    0.00    0.00   63.55
01:56:19 PM   24   10.92    0.00    7.51   33.45    0.00    0.00    0.00    0.00   48.12
01:56:19 PM   25   11.37    0.00    8.70   32.78    0.00    0.00    0.00    0.00   47.16
01:56:19 PM   26   10.74    0.00    9.40   29.87    0.00    0.34    0.00    0.00   49.66
01:56:19 PM   27    8.16    0.00    6.46   31.63    0.00    0.00    0.00    0.00   53.74
01:56:19 PM   28    7.74    0.00    8.75   32.32    0.00    0.00    0.00    0.00   51.18
01:56:19 PM   29    7.43    0.00    6.42   29.73    0.00    0.00    0.00    0.00   56.42
01:56:19 PM   30    6.69    0.00    5.69   33.11    0.00    0.00    0.00    0.00   54.52
01:56:19 PM   31    5.37    0.00    5.70   28.19    0.00    0.00    0.00    0.00   60.74

01:56:19 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:56:22 PM  all   13.90    0.00   12.47   32.29    0.00    0.05    0.00    0.00   41.30
01:56:22 PM    0   28.46    0.00   27.34   39.70    0.00    0.00    0.00    0.00    4.49
01:56:22 PM    1   12.71    0.00   23.75   35.79    0.00    1.00    0.00    0.00   26.76
01:56:22 PM    2   13.38    0.00   19.40   33.11    0.00    0.33    0.00    0.00   33.78
01:56:22 PM    3   16.55    0.00   14.19   32.09    0.00    0.00    0.00    0.00   37.16
01:56:22 PM    4   15.54    0.00   12.50   30.07    0.00    0.00    0.00    0.00   41.89
01:56:22 PM    5   15.00    0.00   10.33   31.00    0.00    0.00    0.00    0.00   43.67
01:56:22 PM    6   16.38    0.00   13.65   32.08    0.00    0.00    0.00    0.00   37.88
01:56:22 PM    7   13.13    0.00    8.75   32.32    0.00    0.00    0.00    0.00   45.79
01:56:22 PM    8   21.69    0.00   18.31   29.83    0.00    0.00    0.00    0.00   30.17
01:56:22 PM    9   19.93    0.00   17.23   31.08    0.00    0.00    0.00    0.00   31.76
01:56:22 PM   10   17.17    0.00   15.15   30.64    0.00    0.00    0.00    0.00   37.04
01:56:22 PM   11   16.22    0.00   13.51   32.09    0.00    0.00    0.00    0.00   38.18
01:56:22 PM   12   15.82    0.00   16.50   32.32    0.00    0.00    0.00    0.00   35.35
01:56:22 PM   13   14.24    0.00   11.53   32.88    0.00    0.00    0.00    0.00   41.36
01:56:22 PM   14   13.80    0.00   10.10   32.32    0.00    0.00    0.00    0.00   43.77
01:56:22 PM   15   12.04    0.00   10.03   33.44    0.00    0.00    0.00    0.00   44.48
01:56:22 PM   16   18.18    0.00   13.47   35.69    0.00    0.00    0.00    0.00   32.66
01:56:22 PM   17   16.95    0.00   11.86   33.56    0.00    0.00    0.00    0.00   37.63
01:56:22 PM   18   12.54    0.00   12.54   31.53    0.00    0.00    0.00    0.00   43.39
01:56:22 PM   19   12.59    0.00    9.86   32.65    0.00    0.00    0.00    0.00   44.90
01:56:22 PM   20   11.19    0.00    6.78   31.86    0.00    0.00    0.00    0.00   50.17
01:56:22 PM   21    9.83    0.00    6.78   31.19    0.00    0.00    0.00    0.00   52.20
01:56:22 PM   22   10.14    0.00    8.45   32.09    0.00    0.00    0.00    0.00   49.32
01:56:22 PM   23    8.75    0.00    6.40   31.99    0.00    0.00    0.00    0.00   52.86
01:56:22 PM   24   12.20    0.00   14.24   30.17    0.00    0.00    0.00    0.00   43.39
01:56:22 PM   25   12.24    0.00   13.95   33.33    0.00    0.00    0.00    0.00   40.48
01:56:22 PM   26   11.90    0.00   11.90   31.63    0.00    0.00    0.00    0.00   44.56
01:56:22 PM   27   11.07    0.00   10.73   35.64    0.00    0.00    0.00    0.00   42.56
01:56:22 PM   28   10.81    0.00   10.81   28.72    0.00    0.00    0.00    0.00   49.66
01:56:22 PM   29    8.78    0.00    7.43   31.08    0.00    0.00    0.00    0.00   52.70
01:56:22 PM   30    7.74    0.00    6.40   29.63    0.00    0.00    0.00    0.00   56.23
01:56:22 PM   31    8.00    0.00    7.33   33.67    0.00    0.00    0.00    0.00   51.00

01:56:22 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:56:25 PM  all   11.34    0.00   10.84   45.22    0.00    0.06    0.00    0.00   32.54
01:56:25 PM    0   27.51    0.00   29.74   36.06    0.00    0.00    0.00    0.00    6.69
01:56:25 PM    1   13.07    0.00   23.86   45.75    0.00    1.31    0.00    0.00   16.01
01:56:25 PM    2   13.95    0.00   19.93   52.49    0.00    0.66    0.00    0.00   12.96
01:56:25 PM    3   17.91    0.00   12.50   55.74    0.00    0.00    0.00    0.00   13.85
01:56:25 PM    4   13.85    0.00   11.82   57.09    0.00    0.34    0.00    0.00   16.89
01:56:25 PM    5   12.93    0.00    9.52   50.68    0.00    0.00    0.00    0.00   26.87
01:56:25 PM    6   11.49    0.00    8.45   50.34    0.00    0.00    0.00    0.00   29.73
01:56:25 PM    7   11.04    0.00    7.36   45.15    0.00    0.00    0.00    0.00   36.45
01:56:25 PM    8   15.65    0.00   15.31   59.86    0.00    0.00    0.00    0.00    9.18
01:56:25 PM    9   16.22    0.00   13.51   53.38    0.00    0.00    0.00    0.00   16.89
01:56:25 PM   10   12.79    0.00   13.80   53.54    0.00    0.00    0.00    0.00   19.87
01:56:25 PM   11   13.47    0.00   10.44   49.16    0.00    0.00    0.00    0.00   26.94
01:56:25 PM   12   11.74    0.00   10.07   52.01    0.00    0.00    0.00    0.00   26.17
01:56:25 PM   13   10.37    0.00   10.70   52.51    0.00    0.00    0.00    0.00   26.42
01:56:25 PM   14    9.03    0.00    9.36   50.17    0.00    0.00    0.00    0.00   31.44
01:56:25 PM   15    8.97    0.00    8.64   48.50    0.00    0.00    0.00    0.00   33.89
01:56:25 PM   16   19.32    0.00   14.58   45.76    0.00    0.00    0.00    0.00   20.34
01:56:25 PM   17   15.59    0.00   13.22   51.19    0.00    0.00    0.00    0.00   20.00
01:56:25 PM   18   14.78    0.00   14.78   44.67    0.00    0.00    0.00    0.00   25.77
01:56:25 PM   19   10.54    0.00    7.48   44.22    0.00    0.00    0.00    0.00   37.76
01:56:25 PM   20   11.11    0.00    6.73   43.10    0.00    0.00    0.00    0.00   39.06
01:56:25 PM   21    6.12    0.00    5.78   45.92    0.00    0.00    0.00    0.00   42.18
01:56:25 PM   22    6.42    0.00    4.05   34.12    0.00    0.00    0.00    0.00   55.41
01:56:25 PM   23    5.42    0.00    3.73   37.97    0.00    0.00    0.00    0.00   52.88
01:56:25 PM   24    9.52    0.00   10.20   42.18    0.00    0.00    0.00    0.00   38.10
01:56:25 PM   25   10.33    0.00    9.00   41.00    0.00    0.00    0.00    0.00   39.67
01:56:25 PM   26    8.78    0.00   11.15   41.89    0.00    0.00    0.00    0.00   38.18
01:56:25 PM   27    6.73    0.00    9.09   43.10    0.00    0.00    0.00    0.00   41.08
01:56:25 PM   28    5.76    0.00    5.76   31.86    0.00    0.00    0.00    0.00   56.61
01:56:25 PM   29    5.39    0.00    7.07   30.64    0.00    0.00    0.00    0.00   56.90
01:56:25 PM   30    4.38    0.00    4.71   28.62    0.00    0.00    0.00    0.00   62.29
01:56:25 PM   31    4.01    0.00    4.68   28.09    0.00    0.00    0.00    0.00   63.21

01:56:25 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:56:28 PM  all   16.22    0.00   21.02   46.96    0.00    0.09    0.00    0.00   15.71
01:56:28 PM    0   32.71    0.00   43.98   18.80    0.00    0.00    0.00    0.00    4.51
01:56:28 PM    1   16.39    0.00   37.12   34.78    0.00    1.34    0.00    0.00   10.37
01:56:28 PM    2   16.27    0.00   31.86   39.66    0.00    1.02    0.00    0.00   11.19
01:56:28 PM    3   20.27    0.00   24.05   45.36    0.00    0.00    0.00    0.00   10.31
01:56:28 PM    4   18.90    0.00   21.31   48.45    0.00    0.00    0.00    0.00   11.34
01:56:28 PM    5   18.03    0.00   18.71   50.34    0.00    0.00    0.00    0.00   12.93
01:56:28 PM    6   15.99    0.00   18.03   51.70    0.00    0.00    0.00    0.00   14.29
01:56:28 PM    7   15.49    0.00   16.84   51.18    0.00    0.00    0.00    0.00   16.50
01:56:28 PM    8   25.08    0.00   33.90   32.20    0.00    0.00    0.00    0.00    8.81
01:56:28 PM    9   24.23    0.00   30.38   35.49    0.00    0.00    0.00    0.00    9.90
01:56:28 PM   10   21.99    0.00   27.49   40.55    0.00    0.00    0.00    0.00    9.97
01:56:28 PM   11   22.18    0.00   24.91   42.32    0.00    0.00    0.00    0.00   10.58
01:56:28 PM   12   19.11    0.00   24.57   44.71    0.00    0.00    0.00    0.00   11.60
01:56:28 PM   13   18.31    0.00   23.05   45.76    0.00    0.00    0.00    0.00   12.88
01:56:28 PM   14   16.44    0.00   20.55   48.97    0.00    0.00    0.00    0.00   14.04
01:56:28 PM   15   15.59    0.00   18.98   52.20    0.00    0.00    0.00    0.00   13.22
01:56:28 PM   16   20.48    0.00   20.48   46.42    0.00    0.00    0.00    0.00   12.63
01:56:28 PM   17   17.47    0.00   18.49   50.68    0.00    0.00    0.00    0.00   13.36
01:56:28 PM   18   15.44    0.00   19.13   49.66    0.00    0.00    0.00    0.00   15.77
01:56:28 PM   19   12.50    0.00   14.19   53.72    0.00    0.00    0.00    0.00   19.59
01:56:28 PM   20   10.92    0.00   16.38   51.88    0.00    0.00    0.00    0.00   20.82
01:56:28 PM   21    9.56    0.00   11.95   53.24    0.00    0.00    0.00    0.00   25.26
01:56:28 PM   22   11.07    0.00   11.41   54.03    0.00    0.00    0.00    0.00   23.49
01:56:28 PM   23    9.97    0.00   11.30   51.83    0.00    0.00    0.00    0.00   26.91
01:56:28 PM   24   14.48    0.00   21.72   50.00    0.00    0.00    0.00    0.00   13.79
01:56:28 PM   25   14.29    0.00   22.45   46.60    0.00    0.00    0.00    0.00   16.67
01:56:28 PM   26   14.24    0.00   17.63   50.51    0.00    0.00    0.00    0.00   17.63
01:56:28 PM   27   12.16    0.00   17.23   52.70    0.00    0.00    0.00    0.00   17.91
01:56:28 PM   28   11.22    0.00   15.31   53.06    0.00    0.00    0.00    0.00   20.41
01:56:28 PM   29   10.96    0.00   13.36   53.08    0.00    0.00    0.00    0.00   22.60
01:56:28 PM   30   10.51    0.00   14.58   50.17    0.00    0.00    0.00    0.00   24.75
01:56:28 PM   31    9.93    0.00   13.36   48.29    0.00    0.00    0.00    0.00   28.42

01:56:28 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest   %idle
01:56:31 PM  all    9.91    0.00   10.66   35.92    0.00    0.12    0.00    0.00   43.40
01:56:31 PM    0   28.24    0.00   30.15   33.59    0.00    0.00    0.00    0.00    8.02
01:56:31 PM    1   11.58    0.00   23.47   45.34    0.00    1.29    0.00    0.00   18.33
01:56:31 PM    2    9.87    0.00   20.07   47.04    0.00    0.99    0.00    0.00   22.04
01:56:31 PM    3   16.56    0.00   12.91   42.38    0.00    0.66    0.00    0.00   27.48
01:56:31 PM    4   13.00    0.00   10.00   46.33    0.00    0.33    0.00    0.00   30.33
01:56:31 PM    5   10.74    0.00    8.39   44.63    0.00    0.34    0.00    0.00   35.91
01:56:31 PM    6    9.93    0.00    8.61   35.76    0.00    0.00    0.00    0.00   45.70
01:56:31 PM    7    9.76    0.00    6.73   35.35    0.00    0.34    0.00    0.00   47.81
01:56:31 PM    8   16.44    0.00   17.11   42.28    0.00    0.00    0.00    0.00   24.16
01:56:31 PM    9   13.80    0.00   15.49   43.43    0.00    0.00    0.00    0.00   27.27
01:56:31 PM   10   12.97    0.00   13.65   39.93    0.00    0.00    0.00    0.00   33.45
01:56:31 PM   11   11.90    0.00   11.90   37.41    0.00    0.00    0.00    0.00   38.78
01:56:31 PM   12    9.76    0.00   11.11   42.09    0.00    0.00    0.00    0.00   37.04
01:56:31 PM   13    8.84    0.00    8.84   38.44    0.00    0.00    0.00    0.00   43.88
01:56:31 PM   14    7.85    0.00    8.19   33.79    0.00    0.00    0.00    0.00   50.17
01:56:31 PM   15    6.78    0.00    8.47   31.53    0.00    0.00    0.00    0.00   53.22
01:56:31 PM   16   15.07    0.00   14.38   44.18    0.00    0.00    0.00    0.00   26.37
01:56:31 PM   17   15.17    0.00   13.10   43.79    0.00    0.00    0.00    0.00   27.93
01:56:31 PM   18   13.99    0.00   10.92   37.20    0.00    0.00    0.00    0.00   37.88
01:56:31 PM   19    7.77    0.00    9.12   32.77    0.00    0.00    0.00    0.00   50.34
01:56:31 PM   20    5.78    0.00    5.44   32.99    0.00    0.00    0.00    0.00   55.78
01:56:31 PM   21    4.05    0.00    5.41   27.03    0.00    0.00    0.00    0.00   63.51
01:56:31 PM   22    3.74    0.00    3.74   27.21    0.00    0.00    0.00    0.00   65.31
